customer_id,trans_date,response,month,tran_amount,month_year
CS4432,8/22/2014,1,8,50,2014-08
CS5498,11/7/2011,0,11,67,2011-11
CS3671,8/30/2012,0,8,88,2012-08
CS4467,10/3/2013,0,10,93,2013-10
CS1760,6/14/2012,1,6,76,2012-06
CS3991,6/12/2012,0,6,61,2012-06
CS1405,5/3/2013,0,5,88,2013-05
CS5242,11/16/2013,0,11,102,2013-11
CS4674,7/8/2011,0,7,65,2011-07
CS5778,10/7/2014,0,10,75,2014-10
CS3680,7/18/2013,0,7,104,2013-07
CS5720,8/30/2011,0,8,52,2011-08
CS5664,11/18/2012,0,11,62,2012-11
CS3217,2/24/2012,0,2,93,2012-02
CS4367,5/23/2014,0,5,56,2014-05
CS3797,5/15/2014,0,5,47,2014-05
CS5323,11/21/2012,0,11,87,2012-11
CS2997,11/14/2013,0,11,48,2013-11
CS1248,7/5/2012,0,7,62,2012-07
CS1936,3/31/2013,0,3,88,2013-03
CS2881,8/26/2011,0,8,92,2011-08
CS4466,1/30/2014,1,1,87,2014-01
CS4043,4/5/2014,0,4,103,2014-04
CS1451,3/27/2014,0,3,93,2014-03
CS1441,3/21/2013,0,3,83,2013-03
CS2618,7/11/2012,0,7,71,2012-07
CS2889,2/8/2015,1,2,70,2015-02
CS4228,4/12/2013,0,4,95,2013-04
CS4885,11/21/2012,1,11,84,2012-11
CS3335,3/23/2014,0,3,56,2014-03
CS3950,11/4/2014,1,11,95,2014-11
CS2195,9/20/2013,0,9,51,2013-09
CS5644,7/1/2013,1,7,37,2013-07
CS2797,7/15/2014,1,7,36,2014-07
CS2487,7/20/2013,0,7,75,2013-07
CS2910,12/27/2012,0,12,41,2012-12
CS5827,7/8/2012,0,7,57,2012-07
CS2052,11/12/2012,0,11,87,2012-11
CS2433,11/6/2014,0,11,93,2014-11
CS4765,10/10/2011,0,10,73,2011-10
CS2767,7/23/2012,0,7,61,2012-07
CS3615,10/5/2013,0,10,68,2013-10
CS2283,1/24/2013,0,1,84,2013-01
CS3607,8/11/2013,0,8,54,2013-08
CS3396,2/17/2015,0,2,71,2015-02
CS1468,7/30/2012,0,7,58,2012-07
CS5267,12/8/2011,1,12,80,2011-12
CS4212,7/29/2011,0,7,49,2011-07
CS5756,7/29/2012,0,7,55,2012-07
CS5744,7/3/2013,1,7,85,2013-07
CS1727,11/5/2013,0,11,55,2013-11
CS1547,11/16/2011,0,11,71,2011-11
CS2861,3/6/2015,0,3,56,2015-03
CS1727,1/6/2012,0,1,66,2012-01
CS5308,2/1/2014,1,2,69,2014-02
CS1669,1/26/2014,1,1,93,2014-01
CS1339,5/19/2011,0,5,96,2011-05
CS4742,3/22/2012,0,3,42,2012-03
CS3658,2/12/2012,1,2,98,2012-02
CS2026,1/28/2014,1,1,96,2014-01
CS3063,3/27/2014,0,3,67,2014-03
CS3199,4/20/2012,0,4,98,2012-04
CS4043,11/20/2013,0,11,47,2013-11
CS4370,10/1/2012,0,10,83,2012-10
CS2668,1/16/2013,0,1,39,2013-01
CS3238,7/25/2012,0,7,39,2012-07
CS3587,7/23/2013,0,7,82,2013-07
CS4067,1/20/2012,0,1,103,2012-01
CS1444,2/9/2015,0,2,81,2015-02
CS2447,12/7/2013,0,12,86,2013-12
CS4555,9/26/2011,0,9,85,2011-09
CS2031,6/1/2013,0,6,91,2013-06
CS5592,10/7/2014,0,10,85,2014-10
CS2613,1/5/2015,0,1,92,2015-01
CS5192,5/28/2013,0,5,103,2013-05
CS2890,9/8/2011,0,9,85,2011-09
CS3172,10/5/2011,0,10,52,2011-10
CS5115,12/16/2014,1,12,67,2014-12
CS5424,8/29/2014,1,8,51,2014-08
CS2161,3/12/2014,1,3,77,2014-03
CS2648,2/3/2014,0,2,54,2014-02
CS5185,6/14/2014,0,6,71,2014-06
CS1180,5/5/2012,0,5,79,2012-05
CS3406,3/10/2012,1,3,43,2012-03
CS2257,10/18/2012,0,10,63,2012-10
CS2366,10/23/2011,0,10,56,2011-10
CS3887,5/17/2013,0,5,68,2013-05
CS3941,10/28/2014,0,10,45,2014-10
CS4671,9/9/2011,0,9,66,2011-09
CS5448,6/28/2011,0,6,56,2011-06
CS4869,2/24/2012,0,2,43,2012-02
CS1340,6/29/2013,0,6,53,2013-06
CS4417,12/19/2013,0,12,46,2013-12
CS5799,7/21/2011,0,7,98,2011-07
CS3192,4/8/2012,0,4,46,2012-04
CS3932,3/18/2014,0,3,53,2014-03
CS5570,10/29/2011,0,10,66,2011-10
CS3691,3/16/2013,0,3,72,2013-03
CS3563,11/30/2013,0,11,65,2013-11
CS3384,3/7/2015,0,3,39,2015-03
CS3121,11/4/2014,0,11,74,2014-11
CS2702,8/25/2011,0,8,90,2011-08
CS5945,9/24/2014,0,9,68,2014-09
CS5299,12/22/2013,0,12,58,2013-12
CS4829,8/2/2013,0,8,52,2013-08
CS5607,6/25/2013,0,6,61,2013-06
CS4700,11/1/2011,0,11,36,2011-11
CS5720,4/1/2014,0,4,51,2014-04
CS4230,9/28/2014,0,9,79,2014-09
CS2302,6/29/2013,0,6,87,2013-06
CS5658,7/6/2012,1,7,86,2012-07
CS3294,1/12/2013,0,1,67,2013-01
CS4507,5/4/2012,0,5,92,2012-05
CS5408,2/4/2013,0,2,60,2013-02
CS4337,3/6/2012,0,3,93,2012-03
CS1293,7/31/2014,1,7,100,2014-07
CS5959,5/12/2012,0,5,70,2012-05
CS5100,10/10/2012,0,10,44,2012-10
CS4008,1/14/2012,0,1,45,2012-01
CS5589,2/9/2015,1,2,100,2015-02
CS4205,8/1/2012,0,8,99,2012-08
CS4902,5/12/2013,1,5,91,2013-05
CS3726,5/1/2012,0,5,51,2012-05
CS5981,1/4/2012,0,1,35,2012-01
CS3812,12/19/2012,1,12,79,2012-12
CS2971,9/13/2013,1,9,97,2013-09
CS3903,9/27/2012,1,9,77,2012-09
CS1663,8/19/2014,1,8,85,2014-08
CS4983,2/10/2015,0,2,55,2015-02
CS3045,10/23/2013,0,10,39,2013-10
CS4427,7/29/2011,0,7,94,2011-07
CS2299,8/15/2011,0,8,78,2011-08
CS2803,9/30/2013,0,9,65,2013-09
CS3012,10/27/2012,0,10,73,2012-10
CS3290,8/28/2012,0,8,65,2012-08
CS5026,3/31/2014,1,3,105,2014-03
CS4858,7/3/2013,0,7,97,2013-07
CS4263,2/18/2014,0,2,60,2014-02
CS3302,9/26/2014,0,9,67,2014-09
CS5140,8/12/2012,0,8,57,2012-08
CS4829,8/5/2013,0,8,105,2013-08
CS4565,10/14/2011,0,10,104,2011-10
CS4685,1/19/2013,1,1,76,2013-01
CS5060,12/31/2013,0,12,97,2013-12
CS1708,5/1/2012,1,5,39,2012-05
CS4939,8/20/2013,1,8,97,2013-08
CS2668,12/8/2013,0,12,73,2013-12
CS3621,2/7/2014,0,2,55,2014-02
CS4407,7/1/2011,1,7,55,2011-07
CS4547,7/9/2014,1,7,79,2014-07
CS3372,11/10/2012,0,11,59,2012-11
CS5569,7/2/2012,0,7,59,2012-07
CS5424,3/20/2013,1,3,59,2013-03
CS5485,12/28/2014,0,12,36,2014-12
CS3985,1/28/2015,0,1,46,2015-01
CS1794,5/26/2012,0,5,94,2012-05
CS2837,9/12/2011,0,9,86,2011-09
CS2264,2/2/2015,0,2,97,2015-02
CS5178,7/6/2013,0,7,68,2013-07
CS1305,9/23/2011,0,9,79,2011-09
CS2361,4/3/2012,0,4,64,2012-04
CS4110,5/10/2012,1,5,83,2012-05
CS1364,1/9/2015,0,1,56,2015-01
CS4691,8/17/2011,0,8,67,2011-08
CS5683,7/13/2012,0,7,45,2012-07
CS3566,5/24/2013,0,5,105,2013-05
CS4268,10/22/2012,0,10,46,2012-10
CS1921,7/23/2011,0,7,35,2011-07
CS4115,3/28/2014,1,3,65,2014-03
CS4070,8/10/2013,0,8,93,2013-08
CS2582,11/11/2012,0,11,61,2012-11
CS1376,8/18/2013,0,8,54,2013-08
CS5159,3/21/2014,0,3,73,2014-03
CS5041,5/3/2012,0,5,94,2012-05
CS2086,4/3/2014,0,4,56,2014-04
CS5037,7/14/2014,0,7,96,2014-07
CS3909,5/4/2014,0,5,60,2014-05
CS3492,1/24/2013,0,1,53,2013-01
CS5028,5/9/2013,0,5,83,2013-05
CS3052,2/4/2015,1,2,49,2015-02
CS4271,2/19/2015,0,2,66,2015-02
CS6103,6/16/2012,0,6,88,2012-06
CS3805,7/4/2013,0,7,97,2013-07
CS1374,6/8/2012,0,6,88,2012-06
CS2983,9/30/2012,0,9,67,2012-09
CS5625,11/20/2013,1,11,74,2013-11
CS6046,4/24/2012,0,4,99,2012-04
CS1359,11/2/2012,0,11,50,2012-11
CS1768,10/9/2012,1,10,95,2012-10
CS3005,9/18/2014,1,9,71,2014-09
CS3876,6/13/2012,0,6,70,2012-06
CS3932,7/25/2013,0,7,62,2013-07
CS2000,8/21/2013,0,8,43,2013-08
CS5413,8/28/2013,0,8,76,2013-08
CS4213,10/11/2011,0,10,98,2011-10
CS3561,2/4/2015,0,2,105,2015-02
CS4009,6/24/2012,0,6,46,2012-06
CS1284,10/15/2011,0,10,80,2011-10
CS4271,1/11/2012,0,1,97,2012-01
CS1921,3/29/2012,0,3,101,2012-03
CS2612,7/10/2011,0,7,38,2011-07
CS4074,12/25/2012,0,12,68,2012-12
CS2015,11/18/2014,0,11,76,2014-11
CS3172,11/4/2011,0,11,102,2011-11
CS3905,12/5/2011,1,12,53,2011-12
CS1365,2/8/2014,0,2,49,2014-02
CS5905,1/4/2013,0,1,37,2013-01
CS1632,12/11/2013,0,12,75,2013-12
CS4119,11/8/2012,0,11,37,2012-11
CS1623,10/10/2012,0,10,76,2012-10
CS3621,10/12/2013,0,10,78,2013-10
CS1330,12/28/2013,0,12,87,2013-12
CS4572,5/23/2013,1,5,92,2013-05
CS1516,2/13/2014,0,2,48,2014-02
CS2303,3/24/2013,0,3,69,2013-03
CS3544,1/11/2015,0,1,66,2015-01
CS5993,12/24/2013,0,12,42,2013-12
CS3190,5/12/2012,0,5,35,2012-05
CS2775,7/24/2011,0,7,63,2011-07
CS2460,6/24/2011,0,6,88,2011-06
CS4804,9/16/2012,0,9,50,2012-09
CS2959,11/6/2014,0,11,70,2014-11
CS2563,10/7/2011,0,10,65,2011-10
CS1301,9/5/2013,0,9,89,2013-09
CS3538,11/9/2011,0,11,104,2011-11
CS2906,8/27/2014,1,8,66,2014-08
CS5968,9/5/2014,0,9,93,2014-09
CS3135,9/23/2012,0,9,86,2012-09
CS2702,7/23/2014,0,7,35,2014-07
CS5909,8/12/2013,0,8,52,2013-08
CS2203,2/2/2013,0,2,57,2013-02
CS1183,10/13/2014,0,10,44,2014-10
CS2242,4/4/2012,0,4,103,2012-04
CS4931,9/30/2011,0,9,50,2011-09
CS6033,1/11/2012,0,1,57,2012-01
CS2682,2/5/2012,1,2,38,2012-02
CS3098,8/24/2014,0,8,37,2014-08
CS5228,12/16/2014,0,12,58,2014-12
CS3433,7/22/2012,0,7,57,2012-07
CS5832,8/2/2013,0,8,42,2013-08
CS4416,4/10/2012,0,4,52,2012-04
CS1792,2/17/2014,0,2,43,2014-02
CS5730,5/11/2013,0,5,95,2013-05
CS5126,5/21/2013,0,5,35,2013-05
CS2417,6/7/2013,0,6,37,2013-06
CS2937,8/15/2013,0,8,81,2013-08
CS5156,7/14/2013,0,7,103,2013-07
CS3789,2/17/2012,0,2,47,2012-02
CS3715,12/4/2014,0,12,64,2014-12
CS1912,10/28/2013,0,10,61,2013-10
CS2121,11/11/2013,0,11,74,2013-11
CS2688,3/21/2012,0,3,67,2012-03
CS4500,6/13/2011,0,6,44,2011-06
CS3968,11/8/2014,0,11,54,2014-11
CS3668,6/18/2012,0,6,51,2012-06
CS5882,11/21/2011,1,11,44,2011-11
CS3649,8/6/2011,0,8,51,2011-08
CS3255,12/12/2011,1,12,47,2011-12
CS2482,12/11/2012,0,12,41,2012-12
CS2079,2/6/2012,0,2,85,2012-02
CS1206,6/29/2014,0,6,75,2014-06
CS5427,7/24/2011,1,7,101,2011-07
CS6110,9/1/2014,0,9,69,2014-09
CS4923,3/24/2014,0,3,75,2014-03
CS3983,9/24/2014,0,9,60,2014-09
CS1552,12/11/2011,0,12,96,2011-12
CS4565,9/11/2012,0,9,87,2012-09
CS5467,2/14/2014,0,2,54,2014-02
CS1715,6/14/2012,0,6,63,2012-06
CS4386,3/21/2012,0,3,37,2012-03
CS1980,5/31/2014,0,5,82,2014-05
CS5471,10/11/2013,0,10,72,2013-10
CS4028,9/10/2012,0,9,75,2012-09
CS2264,3/26/2014,0,3,58,2014-03
CS2604,8/6/2014,0,8,100,2014-08
CS4257,5/4/2014,0,5,86,2014-05
CS3617,8/16/2013,0,8,95,2013-08
CS1472,1/3/2012,0,1,62,2012-01
CS3811,4/3/2012,1,4,56,2012-04
CS1846,6/2/2013,0,6,73,2013-06
CS1149,10/26/2013,0,10,50,2013-10
CS5684,2/4/2013,0,2,80,2013-02
CS5546,5/25/2012,0,5,71,2012-05
CS5088,6/26/2011,0,6,101,2011-06
CS4318,7/20/2014,0,7,53,2014-07
CS3750,5/12/2012,1,5,58,2012-05
CS2535,9/21/2014,0,9,96,2014-09
CS2639,2/9/2012,0,2,51,2012-02
CS4902,10/24/2014,1,10,57,2014-10
CS4471,10/3/2013,0,10,46,2013-10
CS3428,5/8/2013,0,5,44,2013-05
CS5071,1/19/2015,0,1,83,2015-01
CS5302,10/7/2014,0,10,100,2014-10
CS5057,12/31/2011,0,12,45,2011-12
CS2865,5/5/2013,0,5,52,2013-05
CS4230,3/21/2012,0,3,80,2012-03
CS4987,10/19/2014,0,10,74,2014-10
CS4171,11/13/2013,0,11,55,2013-11
CS2415,1/5/2013,0,1,53,2013-01
CS3714,6/6/2012,0,6,86,2012-06
CS3648,3/3/2014,0,3,57,2014-03
CS4357,12/16/2012,1,12,94,2012-12
CS2137,3/4/2015,0,3,56,2015-03
CS1271,2/9/2015,0,2,89,2015-02
CS1270,1/6/2013,0,1,84,2013-01
CS1710,10/30/2011,0,10,62,2011-10
CS3690,8/5/2011,0,8,70,2011-08
CS4474,2/3/2014,0,2,51,2014-02
CS1278,7/17/2012,0,7,67,2012-07
CS1793,8/4/2014,0,8,40,2014-08
CS1744,11/28/2011,0,11,91,2011-11
CS5220,4/16/2012,0,4,98,2012-04
CS4039,10/21/2011,0,10,61,2011-10
CS5684,9/15/2013,0,9,102,2013-09
CS4356,8/30/2012,1,8,52,2012-08
CS4830,11/18/2012,0,11,88,2012-11
CS3218,12/24/2011,0,12,77,2011-12
CS1805,9/25/2012,1,9,37,2012-09
CS1900,10/12/2013,1,10,75,2013-10
CS3148,10/9/2013,0,10,70,2013-10
CS5138,4/23/2014,0,4,94,2014-04
CS3427,12/31/2013,0,12,77,2013-12
CS3663,8/8/2014,0,8,43,2014-08
CS5295,9/25/2014,1,9,100,2014-09
CS5309,3/5/2013,0,3,63,2013-03
CS5593,1/18/2014,0,1,87,2014-01
CS2236,7/10/2012,0,7,69,2012-07
CS2898,8/17/2013,0,8,35,2013-08
CS4121,11/5/2013,0,11,96,2013-11
CS2766,11/18/2011,0,11,47,2011-11
CS3357,5/25/2011,0,5,37,2011-05
CS2288,5/16/2011,1,5,35,2011-05
CS2263,9/1/2011,0,9,63,2011-09
CS1387,4/21/2013,0,4,39,2013-04
CS1687,11/27/2011,0,11,58,2011-11
CS4080,5/16/2013,0,5,43,2013-05
CS5096,5/31/2014,1,5,89,2014-05
CS5952,10/15/2012,0,10,49,2012-10
CS1671,7/25/2011,1,7,65,2011-07
CS4677,6/29/2013,0,6,94,2013-06
CS3962,3/6/2013,0,3,84,2013-03
CS4113,10/8/2011,0,10,70,2011-10
CS5815,11/18/2013,0,11,72,2013-11
CS1657,5/23/2011,0,5,101,2011-05
CS2231,12/22/2014,0,12,92,2014-12
CS1256,8/1/2012,0,8,45,2012-08
CS3735,9/28/2011,0,9,64,2011-09
CS3866,3/15/2015,0,3,98,2015-03
CS5201,7/1/2011,0,7,73,2011-07
CS2354,6/24/2011,0,6,44,2011-06
CS5155,10/6/2014,0,10,69,2014-10
CS3638,11/21/2012,0,11,50,2012-11
CS2527,1/14/2015,0,1,46,2015-01
CS5732,9/24/2014,0,9,97,2014-09
CS3288,10/29/2011,0,10,98,2011-10
CS1520,11/30/2013,0,11,75,2013-11
CS5163,10/18/2013,0,10,45,2013-10
CS2619,7/13/2011,0,7,97,2011-07
CS3812,11/29/2013,1,11,97,2013-11
CS3560,8/16/2011,0,8,102,2011-08
CS2940,8/6/2013,0,8,63,2013-08
CS6064,3/28/2014,0,3,99,2014-03
CS3734,9/7/2012,0,9,72,2012-09
CS3704,11/4/2011,1,11,56,2011-11
CS2826,2/25/2012,0,2,39,2012-02
CS5225,9/27/2013,1,9,80,2013-09
CS2660,2/10/2013,0,2,95,2013-02
CS4064,12/29/2011,0,12,82,2011-12
CS1691,12/14/2014,1,12,102,2014-12
CS3884,10/17/2011,0,10,59,2011-10
CS5268,8/2/2013,0,8,96,2013-08
CS1531,6/22/2014,0,6,55,2014-06
CS1721,1/10/2015,0,1,94,2015-01
CS3003,8/31/2012,0,8,84,2012-08
CS3215,12/5/2012,1,12,68,2012-12
CS2004,4/18/2012,0,4,60,2012-04
CS2950,6/23/2011,0,6,52,2011-06
CS1344,8/11/2012,1,8,89,2012-08
CS2638,5/2/2014,0,5,84,2014-05
CS4556,5/5/2013,0,5,38,2013-05
CS5256,11/4/2011,0,11,56,2011-11
CS2755,5/12/2012,1,5,105,2012-05
CS2526,4/28/2012,0,4,56,2012-04
CS4625,7/14/2014,0,7,65,2014-07
CS4545,11/6/2011,0,11,63,2011-11
CS4853,4/14/2013,0,4,51,2013-04
CS5496,4/7/2012,0,4,99,2012-04
CS2202,1/31/2015,0,1,36,2015-01
CS4920,3/26/2014,0,3,41,2014-03
CS5565,12/30/2011,0,12,54,2011-12
CS2256,10/3/2011,0,10,48,2011-10
CS5167,2/26/2012,0,2,63,2012-02
CS3348,12/9/2014,0,12,104,2014-12
CS2717,4/18/2012,0,4,47,2012-04
CS1547,2/10/2012,0,2,89,2012-02
CS3134,12/9/2012,1,12,50,2012-12
CS4091,11/16/2012,0,11,76,2012-11
CS5285,2/11/2013,0,2,91,2013-02
CS3340,6/12/2012,1,6,35,2012-06
CS3693,1/17/2012,0,1,94,2012-01
CS3279,10/20/2011,0,10,80,2011-10
CS4694,8/18/2012,0,8,52,2012-08
CS3879,1/17/2012,0,1,101,2012-01
CS4598,10/9/2014,0,10,95,2014-10
CS2914,12/6/2014,1,12,59,2014-12
CS2180,8/27/2014,0,8,87,2014-08
CS2739,6/8/2013,0,6,55,2013-06
CS2533,8/26/2013,0,8,66,2013-08
CS6072,9/1/2011,0,9,85,2011-09
CS1600,3/27/2014,0,3,80,2014-03
CS2601,4/16/2013,1,4,83,2013-04
CS2525,10/28/2014,1,10,96,2014-10
CS5417,7/15/2011,0,7,91,2011-07
CS3975,1/13/2015,0,1,63,2015-01
CS1819,7/29/2011,0,7,58,2011-07
CS2196,4/3/2012,0,4,62,2012-04
CS1424,1/28/2013,0,1,103,2013-01
CS2022,10/17/2012,0,10,79,2012-10
CS5008,3/11/2012,0,3,47,2012-03
CS1262,2/4/2012,0,2,60,2012-02
CS3151,5/12/2012,0,5,78,2012-05
CS1493,10/4/2013,0,10,85,2013-10
CS2199,3/20/2013,0,3,55,2013-03
CS4267,5/28/2012,1,5,97,2012-05
CS5401,1/27/2012,0,1,38,2012-01
CS1503,10/20/2012,0,10,70,2012-10
CS1131,10/3/2012,0,10,94,2012-10
CS3624,7/5/2011,0,7,99,2011-07
CS4097,8/8/2013,0,8,97,2013-08
CS3356,1/10/2015,0,1,94,2015-01
CS4740,7/28/2014,0,7,35,2014-07
CS5383,12/3/2012,0,12,54,2012-12
CS1455,11/8/2014,0,11,62,2014-11
CS2684,1/28/2012,1,1,53,2012-01
CS1450,5/22/2011,0,5,64,2011-05
CS1752,12/23/2011,0,12,71,2011-12
CS3454,5/21/2013,0,5,84,2013-05
CS5742,5/22/2012,0,5,84,2012-05
CS2255,8/13/2013,0,8,50,2013-08
CS2664,9/15/2012,0,9,68,2012-09
CS2672,11/22/2011,0,11,61,2011-11
CS5166,9/17/2013,0,9,98,2013-09
CS4838,5/15/2014,0,5,51,2014-05
CS2122,8/12/2014,0,8,66,2014-08
CS5812,11/2/2011,0,11,58,2011-11
CS3642,8/3/2012,1,8,42,2012-08
CS3013,2/21/2014,0,2,96,2014-02
CS3627,11/30/2014,0,11,54,2014-11
CS2783,9/24/2014,0,9,99,2014-09
CS3098,9/2/2012,0,9,51,2012-09
CS6028,12/17/2013,0,12,48,2013-12
CS2660,8/23/2014,0,8,52,2014-08
CS5010,1/8/2014,0,1,78,2014-01
CS2148,4/15/2013,1,4,43,2013-04
CS4565,4/8/2013,0,4,67,2013-04
CS2628,8/12/2012,1,8,55,2012-08
CS4804,9/12/2012,0,9,87,2012-09
CS3504,9/8/2014,1,9,89,2014-09
CS1671,6/9/2014,1,6,95,2014-06
CS3236,10/23/2011,0,10,47,2011-10
CS3654,12/17/2011,0,12,53,2011-12
CS4124,7/24/2014,1,7,42,2014-07
CS3618,11/12/2011,0,11,57,2011-11
CS4335,3/28/2014,0,3,43,2014-03
CS5454,6/11/2011,0,6,53,2011-06
CS4646,1/25/2013,0,1,80,2013-01
CS1412,1/13/2014,1,1,100,2014-01
CS5912,3/20/2014,0,3,52,2014-03
CS2030,9/7/2014,0,9,58,2014-09
CS1733,10/31/2014,0,10,47,2014-10
CS1340,4/17/2012,0,4,75,2012-04
CS3711,7/19/2014,0,7,89,2014-07
CS4252,10/20/2011,0,10,37,2011-10
CS2623,10/13/2013,0,10,74,2013-10
CS5744,11/15/2011,1,11,36,2011-11
CS3967,8/25/2011,0,8,99,2011-08
CS3559,3/1/2013,0,3,87,2013-03
CS1175,1/7/2014,0,1,50,2014-01
CS2156,7/29/2011,0,7,78,2011-07
CS1580,8/19/2012,1,8,62,2012-08
CS2350,2/26/2015,1,2,68,2015-02
CS1464,9/14/2013,0,9,93,2013-09
CS5553,9/7/2013,0,9,87,2013-09
CS2008,3/18/2014,1,3,71,2014-03
CS3764,9/17/2014,0,9,50,2014-09
CS5561,4/19/2013,0,4,39,2013-04
CS5930,6/28/2011,0,6,67,2011-06
CS1280,5/18/2011,0,5,46,2011-05
CS3011,5/20/2014,0,5,38,2014-05
CS1347,11/6/2012,0,11,80,2012-11
CS2683,1/14/2014,0,1,75,2014-01
CS1423,4/22/2014,0,4,48,2014-04
CS2012,6/23/2011,0,6,100,2011-06
CS4911,6/22/2012,0,6,79,2012-06
CS1807,1/24/2015,0,1,54,2015-01
CS2828,4/5/2014,0,4,78,2014-04
CS4688,11/15/2011,0,11,45,2011-11
CS3639,9/15/2014,0,9,38,2014-09
CS1723,2/9/2015,0,2,83,2015-02
CS1244,5/6/2012,0,5,67,2012-05
CS2311,9/4/2011,1,9,102,2011-09
CS5158,11/13/2013,0,11,74,2013-11
CS1977,1/16/2014,0,1,62,2014-01
CS4656,3/29/2012,0,3,51,2012-03
CS2938,6/25/2011,0,6,68,2011-06
CS2722,8/10/2014,0,8,47,2014-08
CS5566,4/17/2012,0,4,52,2012-04
CS5346,11/22/2014,0,11,88,2014-11
CS2874,3/20/2013,0,3,84,2013-03
CS1245,2/8/2014,0,2,60,2014-02
CS4772,9/15/2012,0,9,89,2012-09
CS3786,3/26/2013,0,3,100,2013-03
CS1821,9/8/2012,0,9,83,2012-09
CS3857,10/7/2013,0,10,51,2013-10
CS3568,11/23/2011,0,11,47,2011-11
CS2019,9/27/2011,0,9,95,2011-09
CS5165,6/23/2011,0,6,39,2011-06
CS1652,4/26/2012,0,4,85,2012-04
CS3070,5/31/2012,0,5,62,2012-05
CS2084,8/30/2011,0,8,73,2011-08
CS5438,10/7/2013,0,10,88,2013-10
CS1238,12/21/2014,0,12,75,2014-12
CS1403,2/25/2014,1,2,96,2014-02
CS1495,11/11/2014,0,11,90,2014-11
CS5393,8/22/2014,0,8,80,2014-08
CS2678,6/30/2013,0,6,59,2013-06
CS2224,5/5/2013,0,5,68,2013-05
CS5015,4/28/2012,0,4,68,2012-04
CS1979,11/4/2012,0,11,53,2012-11
CS1298,7/15/2011,0,7,69,2011-07
CS2373,6/14/2013,0,6,38,2013-06
CS5437,6/9/2012,0,6,39,2012-06
CS2303,10/20/2014,0,10,80,2014-10
CS4497,11/10/2013,0,11,49,2013-11
CS5556,3/28/2013,0,3,72,2013-03
CS4744,6/18/2014,0,6,35,2014-06
CS3419,10/18/2012,0,10,58,2012-10
CS3749,8/21/2013,0,8,45,2013-08
CS5943,11/19/2012,0,11,50,2012-11
CS2852,10/23/2013,0,10,73,2013-10
CS2037,1/1/2012,0,1,55,2012-01
CS1434,10/20/2014,0,10,98,2014-10
CS2779,1/22/2013,0,1,55,2013-01
CS4974,7/4/2014,0,7,85,2014-07
CS3870,5/30/2013,0,5,48,2013-05
CS1518,5/21/2014,0,5,42,2014-05
CS4775,1/6/2015,0,1,61,2015-01
CS5779,1/15/2012,0,1,79,2012-01
CS1850,8/10/2012,0,8,105,2012-08
CS2299,3/14/2012,0,3,74,2012-03
CS4326,3/14/2013,0,3,72,2013-03
CS4633,1/4/2014,0,1,86,2014-01
CS5293,10/16/2013,0,10,81,2013-10
CS5673,11/22/2012,0,11,45,2012-11
CS5810,3/4/2015,0,3,96,2015-03
CS4383,3/10/2012,0,3,45,2012-03
CS5388,12/4/2013,0,12,99,2013-12
CS3862,2/4/2013,0,2,101,2013-02
CS5634,4/4/2013,0,4,72,2013-04
CS2178,6/15/2014,0,6,50,2014-06
CS2340,10/30/2012,0,10,40,2012-10
CS2939,8/31/2014,0,8,65,2014-08
CS4235,10/10/2013,0,10,51,2013-10
CS2833,4/11/2012,1,4,36,2012-04
CS1637,6/20/2013,0,6,77,2013-06
CS1247,2/16/2015,1,2,57,2015-02
CS1864,1/1/2014,0,1,79,2014-01
CS5390,11/13/2014,0,11,88,2014-11
CS1624,8/3/2014,0,8,81,2014-08
CS5480,3/14/2014,1,3,88,2014-03
CS1583,10/29/2011,0,10,74,2011-10
CS3721,6/9/2011,0,6,76,2011-06
CS5221,8/25/2012,0,8,51,2012-08
CS5553,3/6/2015,0,3,86,2015-03
CS5051,1/3/2013,0,1,44,2013-01
CS1301,9/30/2011,0,9,82,2011-09
CS2296,1/18/2013,0,1,77,2013-01
CS4051,3/31/2014,0,3,43,2014-03
CS4403,3/16/2015,0,3,53,2015-03
CS3587,8/17/2013,0,8,57,2013-08
CS2582,4/21/2012,0,4,79,2012-04
CS2400,11/5/2011,0,11,73,2011-11
CS5082,4/5/2012,0,4,82,2012-04
CS2128,9/6/2013,0,9,39,2013-09
CS5815,3/19/2012,0,3,82,2012-03
CS2565,8/29/2014,0,8,98,2014-08
CS5156,12/6/2014,0,12,86,2014-12
CS2242,9/6/2011,0,9,81,2011-09
CS3524,3/26/2012,0,3,90,2012-03
CS1268,9/2/2014,0,9,96,2014-09
CS3043,8/14/2013,0,8,72,2013-08
CS4854,10/5/2014,0,10,85,2014-10
CS4189,8/1/2012,0,8,75,2012-08
CS5061,12/20/2013,0,12,38,2013-12
CS5668,12/29/2013,0,12,89,2013-12
CS4915,11/24/2011,0,11,40,2011-11
CS1411,12/24/2013,0,12,55,2013-12
CS3870,1/11/2012,0,1,90,2012-01
CS4711,11/26/2013,0,11,54,2013-11
CS1836,10/16/2013,0,10,83,2013-10
CS3418,12/26/2011,0,12,101,2011-12
CS4824,5/21/2013,0,5,91,2013-05
CS3321,4/20/2014,0,4,50,2014-04
CS1269,12/15/2014,0,12,82,2014-12
CS2039,5/13/2012,1,5,70,2012-05
CS3488,12/25/2011,0,12,83,2011-12
CS1216,10/28/2014,0,10,85,2014-10
